,SMA_30,SMA_100
2021-06-08,67.32179981867472,67.58812197685242
2021-06-09,67.23833321889241,67.58739198112488
2021-06-10,67.16828322728475,67.58977199935913
2021-06-11,67.11708325703938,67.60199201202393
2021-06-14,67.08918324788411,67.61456701660155
2021-06-15,67.07504994074503,67.62863703727722
2021-06-16,67.05569662729899,67.6415960521698
2021-06-17,67.04936327616373,67.64945602989197
2021-06-18,67.04686328252156,67.657946018219
2021-06-21,67.02381321589151,67.66403902626038
2021-06-22,66.98951332092285,67.67586803627015
2021-06-23,66.99711323420206,67.68742304039002
2021-06-24,67.00512659708659,67.7039230556488
2021-06-25,67.0647266070048,67.71830304908752
2021-06-28,67.11885325113933,67.72404305458069
2021-06-29,67.16181995391847,67.73521304130554
2021-06-30,67.23718668619792,67.74628307342529
2021-07-01,67.319720026652,67.75693305206299
2021-07-02,67.40368672688803,67.75615303039551
2021-07-06,67.48268673578897,67.75804301834107
2021-07-07,67.58225337982178,67.76560299682617
2021-07-08,67.66290337880453,67.76939297676087
2021-07-09,67.7308034769694,67.7676330089569
2021-07-12,67.80273681004842,67.76990599632263
2021-07-13,67.88073687871298,67.77064603233337
2021-07-14,67.96350356419882,67.77478603363038
2021-07-15,68.06590353012085,67.779836019516
2021-07-16,68.14437024434407,67.79075602531434
2021-07-19,68.22367024739584,67.80827603149413
2021-07-20,68.27227012634278,67.81535598754883
2021-07-21,68.33674670537313,67.84085896873474
2021-07-22,68.4220133781433,67.87006897926331
2021-07-23,68.50787998835246,67.89071899986267
2021-07-26,68.59588001251221,67.92063903617859
2021-07-27,68.69577996571859,67.96254904365539
2021-07-28,68.77074658075968,68.01239903640747
2021-07-29,68.85936655044556,68.05675903511047
2021-07-30,68.96163323084514,68.10705901527405
2021-08-02,69.0583165359497,68.14431400489808
2021-08-03,69.16141653696697,68.17886401557922
2021-08-04,69.26531649271647,68.20615402984619
2021-08-05,69.36641651789347,68.24101400756837
2021-08-06,69.4782165781657,68.2731840286255
2021-08-09,69.5784832763672,68.30558404159545
2021-08-10,69.6924833170573,68.33798406219482
2021-08-11,69.7790499750773,68.37688404655457
2021-08-12,69.85844997406005,68.41515903854369
2021-08-13,69.94094993591308,68.45190902900696
2021-08-16,70.03801661809285,68.49587903213502
2021-08-17,70.12271661758423,68.54530901145935
2021-08-18,70.18771657307943,68.59137897491455
2021-08-19,70.2260499827067,68.62396898841858
2021-08-20,70.29701656977336,68.66141898918151
2021-08-23,70.37978330612184,68.70651900672914
2021-08-24,70.47651653925577,68.75207901000977
2021-08-25,70.56814995447795,68.79002402687073
2021-08-26,70.64258328119915,68.81903401565552
2021-08-27,70.71741667429606,68.84745402526855
2021-08-30,70.81621667226156,68.88265403556824
2021-08-31,70.94055007298788,68.91519404983521
2021-09-01,71.03998346964518,68.94091404533386
2021-09-02,71.1256167157491,68.96663402748108
2021-09-03,71.20298337300618,68.98721403694154
2021-09-07,71.27724999745686,69.01725403022766
2021-09-08,71.31698331832885,69.0360140094757
2021-09-09,71.36331666946411,69.05528399276733
2021-09-10,71.40245005289714,69.08073399734496
2021-09-13,71.42421678543091,69.1042740097046
2021-09-14,71.44126679738363,69.12530399513244
2021-09-15,71.46943344116211,69.15498397064209
2021-09-16,71.50855016708374,69.18373399925231
2021-09-17,71.53558357874552,69.20600403022766
2021-09-20,71.53591682434082,69.22321900749208
2021-09-21,71.5075001780192,69.23510401535034
2021-09-22,71.47013352711996,69.25013401603698
2021-09-23,71.46263350804648,69.27106400489807
2021-09-24,71.46236679712932,69.29608401489257
2021-09-27,71.45500020345051,69.32629402923584
2021-09-28,71.42480022430419,69.35211404418945
2021-09-29,71.35260024388631,69.36428902244567
2021-09-30,71.29040023167929,69.37187901496887
2021-10-01,71.24496686935423,69.3885790119171
2021-10-04,71.20870028177896,69.41446303558351
2021-10-05,71.13453357696532,69.44657304573059
2021-10-06,71.06110026041667,69.48416104125977
2021-10-07,71.00730011622112,69.51790103149413
2021-10-08,70.96183344523112,69.55866102981568
2021-10-11,70.92393341700236,69.60179104614258
2021-10-12,70.86845005035399,69.64594604873656
2021-10-13,70.79005001703898,69.6803760471344
2021-10-14,70.74471664428711,69.72448602676391
2021-10-15,70.72531668345134,69.76871102523803
2021-10-18,70.7152833811442,69.81738104629517
2021-10-19,70.69694997787475,69.86480103874207
2021-10-20,70.71301661809284,69.92014101982117
2021-10-21,70.74025002161662,69.97858104896545
2021-10-22,70.76095006942748,70.03729105949402
2021-10-25,70.79565004984536,70.09159107780457
2021-10-26,70.8446166674296,70.15171105384826
2021-10-27,70.88781673431397,70.20634105300904
2021-10-28,70.91333335240682,70.26119405937195
2021-10-29,70.9586832555135,70.32210904121399
2021-11-01,71.02661656061808,70.38071900749206
2021-11-02,71.11829980214436,70.43546897888183
2021-11-03,71.23196650822958,70.49296899414063
2021-11-04,71.32896657307943,70.54723899459839
2021-11-05,71.43203326543173,70.60898500633239
2021-11-08,71.55283327102661,70.6773350276947
2021-11-09,71.69956656138103,70.74792502784729
2021-11-10,71.88953316370645,70.82400500679016
2021-11-11,72.05826655069987,70.89250498390197
2021-11-12,72.22866650899252,70.95804499435425
2021-11-15,72.38449974060059,71.0282749786377
2021-11-16,72.55479970932008,71.09359497642518
2021-11-17,72.70656635284423,71.16047497177124
2021-11-18,72.8455331103007,71.22301497840881
2021-11-19,72.98736650466918,71.28371497535706
2021-11-22,73.14653313954672,71.34983498001098
2021-11-23,73.28188315709433,71.40940497779847
2021-11-24,73.42544984817505,71.46320498085021
2021-11-26,73.55834996541343,71.5173150024414
2021-11-29,73.63531673431397,71.56043503189088
2021-11-30,73.73431673049927,71.61843502235412
2021-12-01,73.8238167889913,71.67112503242492
2021-12-02,73.8738835334778,71.71808501625061
2021-12-03,73.92901679356893,71.76823501777649
2021-12-06,73.96295006434123,71.80640501976013
2021-12-07,73.99675003051759,71.84730501365661
2021-12-08,74.06101678212484,71.90291501426697
2021-12-09,74.13185007731119,71.96421503829956
2021-12-10,74.18698342005412,72.01626507377625
2021-12-13,74.2512668546041,72.07088508415222
2021-12-14,74.29086687088014,72.11561507225036
2021-12-15,74.31873354593912,72.15232503890991
2021-12-16,74.36060018539429,72.19241506004334
2021-12-17,74.36046682357788,72.22415506744386
2021-12-20,74.33166684468587,72.25067509460449
2021-12-21,74.27630016962688,72.27173510932921
2021-12-22,74.23476683934528,72.30086011886597
2021-12-23,74.20613350550335,72.33742009735107
2021-12-27,74.18038354237875,72.36702509880065
2021-12-28,74.17995016098024,72.40210508728028
2021-12-29,74.14993688583375,72.42979107093811
2021-12-30,74.11687029520671,72.45511108207702
2021-12-31,74.08160366058351,72.4772110748291
2022-01-03,74.0339702796936,72.49949106979369
2022-01-04,73.98743696212769,72.52241107177734
2022-01-05,73.91603697458905,72.54236109161377
2022-01-06,73.82383703231812,72.54515110206604
2022-01-07,73.72427038828532,72.54367111206055
