index,close,RSI_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-05-17,101.0389986038208,0,400,0.0,40415.59944152832,104590.88066101074,145006.48010253906,0.0063738687035561625,-0.03329013264973957,0.0232522430000619,-0.1435195803348117
2022-05-18,97.04800033569336,0,400,0.0,38819.200134277344,104590.88066101074,143410.0807952881,-0.011009158391556806,-0.043932794698079425,-0.03949958256985853,-0.17735019939084395
2022-05-19,96.37600269317626,0,400,0.0,38550.40107727051,104590.88066101074,143141.28173828125,-0.0018743386484143532,-0.04572478841145833,-0.006924384224225366,-0.18304654269224419
2022-05-20,96.4889986038208,0,400,0.0,38595.59944152832,104590.88066101074,143186.48010253906,0.00031576051093673563,-0.0454234659830729,0.0011724486125894718,-0.1820887067446736
2022-05-23,98.24500408172608,0,400,0.0,39298.00163269043,104590.88066101074,143888.88229370117,0.0049055063764338325,-0.04074078470865872,0.018199022720873703,-0.1672035205350607
2022-05-24,97.10800075531006,0,400,0.0,38843.20030212402,104590.88066101074,143434.08096313477,-0.0031607815928271776,-0.043772793579101466,-0.011573141423763311,-0.17684159196912064
2022-05-25,98.10799713134766,0,400,0.0,39243.19885253906,104590.88066101074,143834.0795135498,0.0027887273912108324,-0.04110613657633444,0.010297775345590399,-0.16836489160938484
2022-05-26,100.09500160217284,0,400,0.0,40038.00064086914,104590.88066101074,144628.88130187988,0.0055258238591167075,-0.03580745798746732,0.020253236524286233,-0.15152158905724933
2022-05-27,102.93300437927246,0,400,0.0,41173.201751708984,104590.88066101074,145764.08241271973,0.00784906237690075,-0.028239450581868497,0.028353091879445236,-0.1274646027140638
2022-05-31,102.39599838256835,0,400,0.0,40958.399353027344,104590.88066101074,145549.2800140381,-0.0014736305070919276,-0.029671466573079508,-0.0052170438426670795,-0.1320166581359835
2022-06-01,102.04099903106689,0,400,0.0,40816.39961242676,104590.88066101074,145407.2802734375,-0.0009756127999183128,-0.030618131510416813,-0.003466926023565131,-0.13502589217191285
2022-06-02,104.22099876403809,0,400,0.0,41688.399505615234,104590.88066101074,146279.28016662598,0.005996947962637611,-0.024804798889160318,0.02136395913085365,-0.11654662068302701
2022-06-03,102.10400333404542,0,400,0.0,40841.601333618164,104590.88066101074,145432.4819946289,-0.005788913994056344,-0.030450120035807493,-0.020312561336949586,-0.1344918216387384
2022-06-06,102.16599998474122,0,400,0.0,40866.399993896484,104590.88066101074,145457.28065490723,0.00017051665445166897,-0.030284795633952033,0.0006071911841984967,-0.13396629270298577
2022-06-07,103.23299884796141,0,400,0.0,41293.19953918456,104590.88066101074,145884.0802001953,0.0029341916978404825,-0.027439465332031454,0.010443776436187768,-0.12492163027777292
2022-06-08,102.21000423431396,0,400,0.0,40884.001693725586,104590.88066101074,145474.88235473633,-0.002804952020106999,-0.03016745096842477,-0.009909569857154854,-0.13359328051302055
2022-06-09,99.88300132751465,0,400,0.0,39953.20053100586,104590.88066101074,144544.0811920166,-0.006398363398913087,-0.03637279205322297,-0.022766880054761685,-0.1533186583742202
2022-06-10,96.54499740600586,0,400,0.0,38617.998962402344,104590.88066101074,143208.8796234131,-0.00923733132199167,-0.045274135843913155,-0.03341913916426609,-0.1816140199577997
2022-06-13,92.41039953231811,0,400,0.0,36964.159812927246,104590.88066101074,141555.040473938,-0.011548439969812585,-0.05629973017374712,-0.042825604482646606,-0.21666189425323013
2022-06-14,92.7209994316101,0,400,0.0,37088.399772644036,104590.88066101074,141679.28043365479,0.0008776795181635322,-0.055471463775635166,0.0033610924837887968,-0.21402902243373934
2022-06-15,94.43599729537964,0,400,0.0,37774.398918151855,104590.88066101074,142365.2795791626,0.004841915793248663,-0.05089813613891636,0.01849632633688869,-0.19949144674135033
2022-06-16,91.13949842453003,0,400,0.0,36455.79936981201,104590.88066101074,141046.68003082275,-0.009262086600312025,-0.059688799794515246,-0.03490722780783184,-0.22743498117206795
2022-06-17,91.68600149154662,0,400,0.0,36674.400596618645,104590.88066101074,141265.2812576294,0.00154985021100007,-0.058231458282471005,0.005996336127185531,-0.22280242163907027
2022-06-21,93.39899959564208,0,400,0.0,37359.599838256836,104590.88066101074,141950.48049926758,0.004850443332842458,-0.05366346333821648,0.01868331126048073,-0.2082817973716612
2022-06-22,92.95299921035766,0,400,0.0,37181.19968414307,104590.88066101074,141772.0803451538,-0.001256777388046193,-0.054852797698975,-0.004775215871854255,-0.21206242269888798
2022-06-23,94.07800455093384,0,400,0.0,37631.201820373535,104590.88066101074,142222.08248138428,0.0031741238129179283,-0.0518527834574386,0.012102948265609204,-0.2025260549642831
2022-06-24,96.90499858856201,0,400,0.0,38761.999435424805,104590.88066101074,143352.88009643555,0.00795092854303614,-0.04431413269043005,0.03004946853541779,-0.17856238674511682
2022-06-27,96.28700199127198,0,400,0.0,38514.80079650879,104590.88066101074,143105.68145751953,-0.0017244065047714585,-0.04596212361653684,-0.006377344887170455,-0.1838009777081373
2022-06-28,93.89200096130371,0,400,0.0,37556.800384521484,104590.88066101074,142147.68104553223,-0.006694356242394783,-0.05234879302978557,-0.02487356528335327,-0.20410275737332306
2022-06-29,94.105997467041,0,400,0.0,37642.398986816406,104590.88066101074,142233.27964782715,0.0006021807859637462,-0.05177813568115275,0.0022791771774626213,-0.20228876654232286
2022-06-30,92.86700201034546,0,400,0.0,37146.80080413818,104590.88066101074,141737.68146514893,-0.003484403818187487,-0.05508212356567421,-0.013165956368822118,-0.2127913978369459
2022-07-01,93.09000244140626,0,400,0.0,37236.0009765625,104590.88066101074,141826.88163757324,0.0006293328034030488,-0.05448745574951219,0.002401288145771563,-0.21090108315232237
2022-07-05,93.8379970550537,0,400,0.0,37535.198822021484,104590.88066101074,142126.07948303223,0.0021095989843700202,-0.05249280344645224,0.008035176646582043,-0.20456053396382468
2022-07-06,94.3769971847534,0,400,0.0,37750.79887390136,104590.88066101074,142341.6795349121,0.0015169633375107239,-0.05105546976725295,0.005743943249166605,-0.19999157481276553
2022-07-07,96.27399826049805,0,400,0.0,38509.59930419922,104590.88066101074,143100.47996520996,0.005330837972244984,-0.04599680023193409,0.020100248284346867,-0.18391120683693274
2022-07-08,96.38699760437012,0,400,0.0,38554.79904174805,104590.88066101074,143145.6797027588,0.00031586013939177704,-0.04569546864827512,0.0011737265088578308,-0.18295334178681544
2022-07-11,95.23299617767334,0,400,0.0,38093.198471069336,104590.88066101074,142684.07913208008,-0.003224690899768845,-0.04877280578613319,-0.011972584014220411,-0.19273550154581087
2022-07-12,93.90700006484985,0,400,0.0,37562.80002593994,104590.88066101074,142153.68068695068,-0.003717292415213458,-0.05230879542032918,-0.013923704661666036,-0.20397561400613495
2022-07-13,93.7370018005371,0,400,0.0,37494.800720214844,104590.88066101074,142085.6813812256,-0.0004783506511860658,-0.05276212412516312,-0.0018102831971562594,-0.20541664357662626
2022-07-14,94.48099775314331,0,400,0.0,37792.399101257324,104590.88066101074,142383.27976226807,0.0020944994467388955,-0.05077813491821315,0.007937057280638982,-0.19910998996245155
2022-07-15,96.00800275802611,0,400,0.0,38403.20110321044,104590.88066101074,142994.0817642212,0.004289843603637822,-0.04670612157185883,0.01616203301400887,-0.18616597917963484
2022-07-18,95.32600345611571,0,400,0.0,38130.40138244629,104590.88066101074,142721.28204345703,-0.0019077693104387894,-0.04852478637695323,-0.007103567226882879,-0.1919471038580567
2022-07-19,97.8480040550232,0,400,0.0,39139.20162200928,104590.88066101074,143730.08228302002,0.007068323834533707,-0.04179945144653341,0.026456585899654383,-0.17056878299981282
2022-07-20,99.11800441741944,0,400,0.0,39647.20176696777,104590.88066101074,144238.08242797852,0.003534403771913164,-0.03841278381347679,0.012979318021470121,-0.15980333145743242
2022-07-21,100.16199979782104,0,400,0.0,40064.79991912842,104590.88066101074,144655.68058013916,0.0028952003876587806,-0.03562879613240588,0.010532853103105033,-0.1509536633699553
2022-07-22,99.03400039672852,0,400,0.0,39613.600158691406,104590.88066101074,144204.48081970215,-0.003119129222077466,-0.03863679453531932,-0.011261749998696224,-0.1605154109503918
2022-07-25,98.50700397491454,0,400,0.0,39402.80158996581,104590.88066101074,143993.68225097656,-0.0014618031806455933,-0.04004211832682325,-0.00532136861787702,-0.16498261789775182
2022-07-26,97.17499999999998,0,400,0.0,38869.99999999999,104590.88066101074,143460.88066101074,-0.0037001733800873238,-0.04359412892659531,-0.01352192149965048,-0.17627365738938205
2022-07-27,100.8640022277832,0,400,0.0,40345.60089111328,104590.88066101074,144936.48155212402,0.010285737019836372,-0.033756789652506725,0.037962461824370575,-0.14500297755429803
2022-07-28,102.32299633026123,0,400,0.0,40929.19853210449,104590.88066101074,145520.07919311523,0.004026575191707904,-0.02986613871256527,0.0144649634185956,-0.13263547690161281
2022-07-29,103.70400094985963,0,400,0.0,41481.600379943855,104590.88066101074,146072.4810409546,0.003796052413538531,-0.02618345972696967,0.013496522474195638,-0.12092907212229542
2022-08-01,103.37000207901,0,400,0.0,41348.000831604004,104590.88066101074,145938.88149261475,-0.0009146113449143289,-0.02707412338256865,-0.0032206941659956856,-0.12376029073120753
2022-08-02,102.64299964904784,0,400,0.0,41057.19985961913,104590.88066101074,145648.08052062988,-0.0019926216304431144,-0.029012796529134355,-0.007033011660447563,-0.12992289482384212
2022-08-03,104.96700172424316,0,400,0.0,41986.800689697266,104590.88066101074,146577.681350708,0.006382513430696735,-0.022815457661946925,0.02264160325732334,-0.11022295420516315
2022-08-04,105.39300022125244,0,400,0.0,42157.20008850098,104590.88066101074,146748.08074951172,0.0011625194042741427,-0.021679461669922184,0.004058403974692926,-0.10661187950591888
2022-08-05,105.10900268554687,0,400,0.0,42043.60107421875,104590.88066101074,146634.4817352295,-0.0007741090289019592,-0.022436788431803745,-0.0026946527293972844,-0.10901925024321935
2022-08-08,104.48000230789184,0,400,0.0,41792.00092315674,104590.88066101074,146382.88158416748,-0.0017158321022766598,-0.02411412277221714,-0.0059842673946475244,-0.11435111729324743
2022-08-09,103.59699878692626,0,400,0.0,41438.79951477051,104590.88066101074,146029.68017578125,-0.0024128600596180494,-0.02646879882812536,-0.008451411767425587,-0.12183610068236261
2022-08-10,106.11400003433228,0,400,0.0,42445.60001373291,104590.88066101074,147036.48067474365,0.006894492254933882,-0.01975679550170939,0.024296082674970743,-0.10050015798236667
