index,close,BB_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-07-28,215.00199794769287,0,200,0.0,43000.399589538574,101966.93572998047,144967.33531951904,0.003356812273815235,-0.03355109786987309,0.011407633042301635,-0.11370083315911916
2022-07-29,217.44500036239626,0,200,0.0,43489.00007247925,101966.93572998047,145455.93580245972,0.0033704177693807402,-0.030293761316935175,0.01136269633781617,-0.10363008486184677
2022-08-01,216.87900609970094,0,200,0.0,43375.801219940186,101966.93572998047,145342.73694992065,-0.0007782346723395062,-0.031048420333862237,-0.002602930680181248,-0.10596327361475133
2022-08-02,215.3670022964478,0,200,0.0,43073.40045928956,101966.93572998047,145040.33618927002,-0.00208060455580128,-0.03306442540486643,-0.006971646681920296,-0.11219618179176993
2022-08-03,218.04800033569336,0,200,0.0,43609.60006713867,101966.93572998047,145576.53579711914,0.0036968999240969413,-0.029489761352539,0.012448508873960318,-0.10114434808246897
2022-08-04,218.0280040740967,0,200,0.0,43605.60081481934,101966.93572998047,145572.5365447998,-2.7471819530777708e-05,-0.02951642303466795,-9.17057783875741e-05,-0.10122677833968619
2022-08-05,217.27099742889405,0,200,0.0,43454.19948577881,101966.93572998047,145421.13521575928,-0.0010400404680310782,-0.03052576522827144,-0.003472061529056547,-0.10434737426595919
2022-08-08,217.37700357437137,0,200,0.0,43475.400714874275,101966.93572998047,145442.33644485474,0.0001457919377674255,-0.0303844237009685,0.00048789827787310003,-0.10391038689229104
2022-08-09,216.4959957122803,0,200,0.0,43299.199142456055,101966.93572998047,145266.13487243652,-0.0012114874989307411,-0.03155910085042335,-0.004052902779983603,-0.10754215097636965
2022-08-10,220.0889973640442,0,200,0.0,44017.79947280884,101966.93572998047,145984.7352027893,0.004946784954275918,-0.026768431981404772,0.016596157540663903,-0.09273077991557144
2022-08-11,220.02299461364746,0,200,0.0,44004.59892272949,101966.93572998047,145971.53465270996,-9.042418072691127e-05,-0.026856435648600407,-0.00029989118578044316,-0.0930028619578046
2022-08-12,222.91500082015992,0,200,0.0,44583.00016403198,101966.93572998047,146549.93589401245,0.00396242488426668,-0.023000427373250476,0.01314410892184581,-0.08108119278357562
2022-08-15,223.73200674057006,0,200,0.0,44746.401348114014,101966.93572998047,146713.33707809448,0.001114986390715389,-0.021911086146036873,0.003665100676958355,-0.07771326284117697
2022-08-16,223.98500280380253,0,200,0.0,44797.000560760505,101966.93572998047,146763.93629074097,0.0003448848867744214,-0.02157375806172701,0.001130799597778731,-0.07667034136976114
2022-08-17,222.42500467300414,0,200,0.0,44485.00093460083,101966.93572998047,146451.9366645813,-0.0021258603035938517,-0.023653755569458146,-0.006964743671543316,-0.0831010957664543
2022-08-18,223.00299549102783,0,200,0.0,44600.59909820557,101966.93572998047,146567.53482818604,0.0007893249228207999,-0.022883101145426576,0.002598587415445497,-0.08071845381267728
2022-08-19,220.42499313354492,0,200,0.0,44084.998626708984,101966.93572998047,146051.93435668945,-0.0035178354613182305,-0.02632043762207048,-0.011560393401023328,-0.09134571013290371
2022-08-22,216.6849961280823,0,200,0.0,43336.99922561646,101966.93572998047,145303.93495559692,-0.005121461789514892,-0.031307100296020574,-0.016967209354506907,-0.10676303769994955
