index,close,STOCH_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2022-06-15,94.43599729537964,1,800,0.0,75548.79783630371,64963.6381149292,140512.4359512329,0.009860528787224654,-0.06325042699178018,0.01849632633688869,-0.19949144674135033
2022-06-16,91.13949842453003,1,800,0.0,72911.59873962402,64963.6381149292,137875.23685455322,-0.018768439098123424,-0.08083175430297806,-0.03490722780783184,-0.22743498117206795
2022-06-17,91.68600149154662,1,800,0.0,73348.80119323729,64963.6381149292,138312.4393081665,0.0031710005624467907,-0.07791707127888958,0.005996336127185531,-0.22280242163907027
2022-06-21,93.39899959564208,1,800,0.0,74719.19967651367,64963.6381149292,139682.83779144287,0.009907991574229058,-0.06878108139038042,0.01868331126048073,-0.2082817973716612
2022-06-22,92.95299921035766,1,800,0.0,74362.39936828613,64963.6381149292,139326.03748321533,-0.0025543603915054724,-0.07115975011189735,-0.004775215871854255,-0.21206242269888798
2022-06-23,94.07800455093384,0,400,-400.0,37631.201820373535,102594.83993530273,140226.04175567627,0.006459699053519508,-0.06515972162882433,0.012102948265609204,-0.2025260549642831
2022-06-24,96.90499858856201,0,400,0.0,38761.999435424805,102594.83993530273,141356.83937072754,0.008064105646093278,-0.05762107086181589,0.03004946853541779,-0.17856238674511682
2022-06-27,96.28700199127198,0,400,0.0,38514.80079650879,102594.83993530273,141109.64073181152,-0.0017487561268096918,-0.05926906178792268,-0.006377344887170455,-0.1838009777081373
2022-06-28,93.89200096130371,0,400,0.0,37556.800384521484,102594.83993530273,140151.64031982422,-0.0067890500395224596,-0.06565573120117141,-0.02487356528335327,-0.20410275737332306
2022-06-29,94.105997467041,0,400,0.0,37642.398986816406,102594.83993530273,140237.23892211914,0.0006107570492901448,-0.0650850738525387,0.0022791771774626213,-0.20228876654232286
2022-06-30,92.86700201034546,0,400,0.0,37146.80080413818,102594.83993530273,139741.64073944092,-0.0035339984335648333,-0.06838906173706016,-0.013165956368822118,-0.2127913978369459
2022-07-01,93.09000244140626,0,400,0.0,37236.0009765625,102594.83993530273,139830.84091186523,0.0006383220631467346,-0.06779439392089814,0.002401288145771563,-0.21090108315232237
2022-07-05,93.8379970550537,0,400,0.0,37535.198822021484,102594.83993530273,140130.03875732422,0.0021397128380824526,-0.0657997416178383,0.008035176646582043,-0.20456053396382468
2022-07-06,94.3769971847534,0,400,0.0,37750.79887390136,102594.83993530273,140345.6388092041,0.0015385712713122945,-0.06436240793863901,0.005743943249166605,-0.19999157481276553
2022-07-07,96.27399826049805,0,400,0.0,38509.59930419922,102594.83993530273,141104.43923950195,0.0054066548610707255,-0.05930373840331993,0.020100248284346867,-0.18391120683693274
2022-07-08,96.38699760437012,0,400,0.0,38554.79904174805,102594.83993530273,141149.63897705078,0.00032032824617300726,-0.05900240681966118,0.0011737265088578308,-0.18295334178681544
2022-07-11,95.23299617767334,0,400,0.0,38093.198471069336,102594.83993530273,140688.03840637207,-0.0032702922517128252,-0.06207974395751925,-0.011972584014220411,-0.19273550154581087
2022-07-12,93.90700006484985,0,400,0.0,37562.80002593994,102594.83993530273,140157.63996124268,-0.003770032272376711,-0.06561573359171524,-0.013923704661666036,-0.20397561400613495
2022-07-13,93.7370018005371,0,400,0.0,37494.800720214844,102594.83993530273,140089.64065551758,-0.0004851630331668133,-0.06606906229654919,-0.0018102831971562594,-0.20541664357662626
2022-07-14,94.48099775314331,0,400,0.0,37792.399101257324,102594.83993530273,140387.23903656006,0.002124342525613887,-0.06408507308959932,0.007937057280638982,-0.19910998996245155
2022-07-15,96.00800275802611,0,400,0.0,38403.20110321044,102594.83993530273,140998.04103851318,0.004350837057163437,-0.06001305974324511,0.01616203301400887,-0.18616597917963484
2022-07-18,95.32600345611571,0,400,0.0,38130.40138244629,102594.83993530273,140725.24131774902,-0.0019347766731712124,-0.06183172454833952,-0.007103567226882879,-0.1919471038580567
2022-07-19,97.8480040550232,0,400,0.0,39139.20162200928,102594.83993530273,141734.041557312,0.0071685806335566316,-0.05510638961791947,0.026456585899654383,-0.17056878299981282
2022-07-20,99.11800441741944,0,400,0.0,39647.20176696777,102594.83993530273,142242.0417022705,0.003584178785680736,-0.05171972198486274,0.012979318021470121,-0.15980333145743242
2022-07-21,100.16199979782104,0,400,0.0,40064.79991912842,102594.83993530273,142659.63985443115,0.0029358278829738627,-0.04893573430379172,0.010532853103105033,-0.1509536633699553
2022-07-22,99.03400039672852,0,400,0.0,39613.600158691406,102594.83993530273,142208.44009399414,-0.0031627709203346788,-0.05194373270670516,-0.011261749998696224,-0.1605154109503918
2022-07-25,98.50700397491454,0,400,0.0,39402.80158996581,102594.83993530273,141997.64152526855,-0.0014823210815494425,-0.05334905649820909,-0.00532136861787702,-0.16498261789775182
2022-07-26,97.17499999999998,0,400,0.0,38869.99999999999,102594.83993530273,141464.83993530273,-0.003752186192972795,-0.05690106709798115,-0.01352192149965048,-0.17627365738938205
2022-07-27,100.8640022277832,0,400,0.0,40345.60089111328,102594.83993530273,142940.44082641602,0.01043086672128668,-0.047063727823892454,0.037962461824370575,-0.14500297755429803
2022-07-28,102.32299633026123,0,400,0.0,40929.19853210449,102594.83993530273,143524.03846740723,0.004082802862626744,-0.043173076883951,0.0144649634185956,-0.13263547690161281
2022-07-29,103.70400094985963,0,400,0.0,41481.600379943855,102594.83993530273,144076.44031524658,0.0038488454877529943,-0.03949039789835518,0.013496522474195638,-0.12092907212229542
2022-08-01,103.37000207901,0,400,0.0,41348.000831604004,102594.83993530273,143942.84076690674,-0.0009272824068079499,-0.040381061553954156,-0.0032206941659956856,-0.12376029073120753
2022-08-02,102.64299964904784,0,400,0.0,41057.19985961913,102594.83993530273,143652.03979492188,-0.0020202531118290734,-0.04231973470051986,-0.007033011660447563,-0.12992289482384212
2022-08-03,104.96700172424316,0,400,0.0,41986.800689697266,102594.83993530273,144581.640625,0.006471198260778133,-0.03612239583333232,0.02264160325732334,-0.11022295420516315
2022-08-04,105.39300022125244,0,400,0.0,42157.20008850098,102594.83993530273,144752.0400238037,0.001178568717764561,-0.03498639984130758,0.004058403974692926,-0.10661187950591888
2022-08-05,105.10900268554687,0,400,0.0,42043.60107421875,102594.83993530273,144638.44100952148,-0.0007847835116074897,-0.03574372660318914,-0.0026946527293972844,-0.10901925024321935
2022-08-08,104.48000230789184,0,400,0.0,41792.00092315674,102594.83993530273,144386.84085845947,-0.0017395109440196954,-0.037421060943602535,-0.0059842673946475244,-0.11435111729324743
2022-08-09,103.59699878692626,0,400,0.0,41438.79951477051,102594.83993530273,144033.63945007324,-0.0024462160560217994,-0.03977573699951076,-0.008451411767425587,-0.12183610068236261
2022-08-10,106.11400003433228,0,400,0.0,42445.60001373291,102594.83993530273,145040.43994903564,0.00699003720801894,-0.033063733673094786,0.024296082674970743,-0.10050015798236667
2022-08-11,105.85899848937989,0,400,0.0,42343.59939575195,102594.83993530273,144938.4393310547,-0.0007032564022613208,-0.0337437377929678,-0.002403090495786464,-0.10266173750368068
2022-08-12,107.66700010299684,0,400,0.0,43066.80004119874,102594.83993530273,145661.63997650146,0.004989709070862158,-0.028922400156656036,0.0170793379818186,-0.08733579403448821
2022-08-15,108.20899839401245,0,400,0.0,43283.59935760498,102594.83993530273,145878.43929290771,0.001488376187726681,-0.027477071380614393,0.005034024264604087,-0.08274142027622222
2022-08-16,107.86499605178832,0,400,0.0,43145.99842071533,102594.83993530273,145740.83835601807,-0.0009432575338522708,-0.028394410959878713,-0.0031790548598513713,-0.08565743562183348
2022-08-17,107.10300455093383,0,400,0.0,42841.201820373535,102594.83993530273,145436.04175567627,-0.0020913602788343866,-0.030426388295490714,-0.007064307502395395,-0.09211663265912962
2022-08-18,107.5770034790039,0,400,0.0,43030.80139160156,102594.83993530273,145625.6413269043,0.001303662894968971,-0.029162391153970457,0.004425636143985612,-0.08809867121410253
2022-08-19,105.76000003814697,0,400,0.0,42304.00001525879,102594.83993530273,144898.83995056152,-0.004990888759152212,-0.03400773366292231,-0.01689025890381457,-0.10350092075202888
2022-08-22,103.26999711990355,0,400,0.0,41307.99884796142,102594.83993530273,143902.83878326416,-0.00687376909047166,-0.040647741444904795,-0.023543900504399473,-0.12460800587612886
2022-08-23,103.12800340652466,0,400,0.0,41251.20136260986,102594.83993530273,143846.0412979126,-0.0003946932932790137,-0.041026391347248614,-0.0013749754753457077,-0.1258116483993632
