index,close,BB_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2019-11-19,54.811000728607176,0,650,0.0,35627.150473594666,117701.50194644928,153328.65242004395,5.935937107381939e-05,0.022191016133626285,0.00025551517477007124,0.08745514946394528
2019-11-20,54.775,0,650,0.0,35603.75,117701.50194644928,153305.25194644928,-0.00015261644334130242,0.022035012976328483,-0.0006568157510101758,0.08674089179326017
2019-11-21,54.585999488830566,0,650,0.0,35480.89966773987,117701.50194644928,153182.40161418915,-0.0008013445769167182,0.021216010761260895,-0.003450488565393539,0.08299110477258198
2019-11-22,54.605998229980464,0,650,0.0,35493.898849487305,117701.50194644928,153195.40079593658,8.486080392033912e-05,0.02130267197291036,0.0003663712552151033,0.08338788158302424
2019-11-25,54.833999919891355,0,650,0.0,35642.09994792938,117701.50194644928,153343.60189437866,0.0009673991364760326,0.022290679295857707,0.004175396427158695,0.08791145547301293
2019-11-26,54.89999904632568,0,650,0.0,35684.999380111694,117701.50194644928,153386.50132656097,0.00027976017031261513,0.02257667551040643,0.0012036168532434388,0.08922088403565676
2019-11-27,55.04899864196777,0,650,0.0,35781.84911727905,117701.50194644928,153483.35106372833,0.0006314097807156305,0.02322234042485527,0.002714018182702782,0.09217704931990922
2019-11-29,54.94600057601929,0,650,0.0,35714.90037441254,117701.50194644928,153416.40232086182,-0.0004361954726849193,0.022776015472411926,-0.00187102524095617,0.09013355849303872
2019-12-02,54.51399974822997,0,650,0.0,35434.09983634948,117701.50194644928,153135.60178279877,-0.0018303162752817403,0.02090401188532498,-0.007862279752129164,0.08156262348898236
2019-12-03,54.482999038696285,0,650,0.0,35413.94937515259,117701.50194644928,153115.45132160187,-0.00013158573814520125,0.02076967547734565,-0.0005686742795769639,0.08094756664325242
2019-12-04,54.47700147628783,0,650,0.0,35410.05095958709,117701.50194644928,153111.55290603638,-2.546062811981109e-05,0.02074368604024235,-0.00011008135591417112,0.08082857446944414
2019-12-05,54.4540015220642,0,650,0.0,35395.10098934173,117701.50194644928,153096.60293579102,-9.764103336173946e-05,0.020644019571939953,-0.00042219567157419924,0.08037225332358933
2019-12-06,54.66700057983399,0,650,0.0,35533.55037689209,117701.50194644928,153235.05232334137,0.0009043269732667003,0.021567015488942243,0.003911540966984317,0.0845981736520578
2019-12-09,54.594001579284665,0,650,0.0,35486.101026535034,117701.50194644928,153187.6029729843,-0.0003096507596508369,0.02125068648656181,-0.0013353394145471098,0.08314986696183446
2019-12-10,54.60000047683716,0,650,0.0,35490.00030994415,117701.50194644928,153191.50225639343,2.54543013498143e-05,0.021276681709289313,0.00010988199030959045,0.08326888562501988
2019-12-11,54.78499889373779,0,650,0.0,35610.249280929565,117701.50194644928,153311.75122737885,0.0007849584945263111,0.022078341515858746,0.003388249364193907,0.0869392707379899
2019-12-12,54.898999786376955,0,650,0.0,35684.34986114502,117701.50194644928,153385.8518075943,0.0004833326840389951,0.02257234538396169,0.0020808778852086096,0.08920105862903327
2019-12-13,55.11099863052368,0,650,0.0,35822.14910984039,117701.50194644928,153523.65105628967,0.0008983830455773223,0.023491007041930967,0.0038616157848350152,0.09340713462989414
2019-12-16,55.199000072479244,0,650,0.0,35879.35004711151,117701.50194644928,153580.8519935608,0.0003725871348001508,0.023872346623738494,0.001596803617106346,0.09515309109744097
2019-12-17,55.143000507354735,0,650,0.0,35842.95032978058,117701.50194644928,153544.45227622986,-0.0002370068720054519,0.023629681841532246,-0.0010145032527940634,0.09404205472421512
2019-12-18,55.15300045013427,0,650,0.0,35849.45029258727,117701.50194644928,153550.95223903656,4.233277536469515e-05,0.023673014926910207,0.00018134564110638962,0.09424045448202634
